,match,time,slot,text,target
81829,3794,1695.686,3,that arrow,
81839,3794,1986.1172,3,i know rifht,
81845,3794,2024.1133,1,commedn pls,
81885,3797,1909.40393,3,aunty*,
81888,3797,1909.83883,0,LC WAISE BC SHE MALE HAIN,
81889,3797,1909.83883,4,he has 5 mins,
81891,3797,1909.83883,6,he's back ,
81916,3799,109.77324,3,Do you know him?,
81924,3799,1983.71684,0,nice hard line,
81930,3799,2420.00304,3,Throwing the whole game,
81931,3799,2422.74564,0,report too,
82029,3804,-82.47986,7,any1 wonna feed mid for fast end?,
82030,3804,-79.34729,7,on your team,
82032,3804,-72.78223,2,we win this game,
82045,3804,1609.24044,6,Cry more,
82058,3804,2008.77714,2,"i can win this, if i have 1 normal player in team",
82060,3804,2016.00174,2,"teamplay = 0, 4 kids",
82062,3804,2029.31374,7,i had 3 games in a row ruined just,
82091,3806,1248.2285,2,hahahha towes wts,
82111,3806,2781.8125,1,gg commend invo,
82181,3808,822.79906,5,Ff please,
82184,3808,849.79246,5,please finish,
82185,3808,850.59236,6,REPORT TECHI,
82186,3808,855.39116,7,pudge reported,
82191,3808,903.84596,7,feed bot hard and say techies pick blablabla,
82196,3808,1048.04406,6,REPORT TECHIE,
82201,3808,1054.57586,7,pudge repoorted,
82209,3809,2823.05797,9,and?,
82232,3810,1950.39482,0,report team plz,
82238,3812,1504.56595,3,commend sup pty,
82239,3812,1506.96535,8,fucking carries,1
82244,3813,-60.55188,7,what is la ,
82245,3813,-46.8219,7,pls tell me what is la ?,
82247,3813,-29.95935,2,necro ady throw this game,
82249,3813,-7.69812,2,he fucking plant ward at our base,2
82377,3819,1381.31997,3,focus sup rly ;D?,
82382,3819,1867.61987,5,team wipe,
82413,3821,670.63622,2,how long,
82415,3821,670.76952,6,in the ass,
82446,3822,769.11224,6,pls report brood,
82456,3822,1636.26714,9,go swap commed?,
82458,3823,1073.30457,5,i hope this keeper won this,
82459,3823,1324.84317,7,this alch,
82460,3823,1327.77577,7,is so much trash,
82461,3823,1329.57537,5,this keeper carry,
82462,3823,1341.70567,5,i need to buy my ouw sentry and ward haha,
82473,3823,1495.26817,7,and crys,
82478,3823,1584.44647,7,reported for feeding,
82482,3823,1665.22667,5,keeper carry cant won this,
82485,3823,1677.99217,9,peru always blame other people,
82486,3823,1682.00587,7,then u peru up the place,
82488,3823,1688.02647,9,its the national motto,
82489,3823,1693.57867,7,soo much trash,
82493,3823,1703.07767,5,commend team 0 gank 0 ward,
82498,3823,1728.02937,7,20 rev wards is the same as feeding,
82500,3823,1732.84577,7,this fool,
82502,3823,1787.36477,7,buy a rev,
82503,3823,1791.71287,7,and put in infront well,
82504,3823,1793.71977,7,please,
82505,3823,1795.86047,7,1 of yall,
82507,3823,1800.74367,7,and put infront our well,
82513,3823,1841.41547,7,report ward feeder alc,
82519,3824,1929.8572,9,you move like a ranged creep ,
82528,3824,1958.4212,9,suck a dick orange,1
82531,3824,2098.8328,7,let me and him play,
82532,3824,2099.9031,6,thats was lvl,
82533,3824,2100.5052,7,why ck,
82539,3824,2164.356,8,iiNet is alright,
82540,3825,64.9841,4,sry crashed,
82543,3825,1561.1573,3,this fuckign idiot team,1
82552,3827,1235.36506,0,BM carry ,
82558,3827,1818.24796,0,Trash pickers,1
82566,3828,1564.0181,2,lol i love your hope so cute,
82573,3829,1396.9589,0,outplayed u,
82639,3832,64.71992,8,rofl,
82644,3832,114.44112,8,rofl,
82691,3832,617.58492,8,rofl,
82715,3832,899.78272,5,OSfrog,
82769,3832,1309.14942,8,rofl,
82846,3832,1656.53122,2,Io carry)),
82912,3833,436.62674,5,why,
82956,3837,3051.39045,2,why aim me?,
82960,3837,3058.34745,2,this spec,
82963,3837,3063.49825,2,talk shit early,1
82998,3839,1350.50353,8,they wont,
83001,3839,1482.07143,7,euls rush offlane sf lul,
83004,3839,1503.66613,6,he marked offlane,
83009,3839,1509.79803,3,"oh, in that case",
83011,3839,1513.53043,2,that usually means,
83014,3839,1525.79413,7,now can you hurry and finish pls,
83015,3839,1529.12663,6,"new pro strats, mark offlane, go jungle",
83016,3839,1529.32653,7,> Thanks!,
83020,3839,1542.65663,6,and lose,
83021,3839,1556.05333,6,or pick an actual offlane hero,
83022,3839,1584.57973,6,Apparantly sf is an offlane hero,
83026,3839,1803.77663,7,hit buildings not ppl,
83029,3839,1814.01153,7,#StopDKAbuse,
83053,3841,-13.92993,7,they pick 3 intel for AM,
83069,3843,-96.78589,1,it's not a bug,
83073,3843,-72.0824,0,WE GOT A NEW HERO COMING THIS YEAR,
83077,3843,-72.0824,0,IT WAS LEAKED AS MARS,
83078,3843,-72.0824,8,i dont want to play with this brislte,
83082,3843,-71.44922,1,we have storm and puck,
83083,3843,-71.44922,1,in the same team,
83094,3844,-45.92211,0,acc buYEr,
83096,3844,-39.05712,5,no wonders actually,
83099,3844,-24.32739,0,report him,
83101,3844,-20.12841,0,thanks,
83126,3845,2535.59062,8,Rofl,
83151,3849,19.62854,7,time is money,
83153,3849,19.62854,1,then ur poor as shit,1
83170,3852,1259.92568,4,FUCKIGN what,2
83176,3852,1799.70228,0,report fucking timber,1
83184,3852,2113.70518,1,look our for rubbick   yall,
83188,3852,2320.87758,5,COMMEND STORM,
83192,3852,2382.35378,0,report timber,
83194,3852,2444.29798,4,TRANQUL BOOTS RAZOR ,
83204,3853,1492.43562,8,wp warlock,
83264,3857,675.90163,7,there u go,
83273,3858,952.03423,1,what a player you are,
83278,3859,-7.76475,5,sorry - he is in dota,
83284,3860,1044.27832,6,guys pls wait,
83285,3860,1044.27832,6,he is rebooting already,
83286,3860,1044.27832,3,wait for what,
83287,3860,1044.27832,6,for him,
83305,3861,380.6071,3,isis on the mix,
83309,3861,487.0478,3,boy suicide on  the mix,
83315,3861,1328.5756,9,first blood,
83340,3864,4523.22544,0,anyone got a cup of coffee,
83344,3864,4533.71744,9,i just want this to end,
83347,3864,4537.10414,1,what,
83351,3864,4561.34244,9,i can confirm he did say that,
83356,3864,4858.64344,1,CRINGE,
83358,3864,4900.87744,1,fuck this shit,1
83359,3864,4900.94404,0,anyone got the coffee,
83360,3864,4902.07294,1,wp everyone,
83361,3864,4903.53384,1,holy shit htough,2
83362,3864,4907.05344,0,im thirsty for some coffee,
83372,3864,4919.27214,9,nice game boys,
83374,3864,4920.89904,5,commended all,
83377,3865,763.6469,0,we lose? ck blyat?,1
83387,3865,1377.7636,0,CK,
83399,3865,2808.6134,0,please end i will not do that again lol,
83402,3865,2861.0922,4,good luck becouse of fuckin interner,2
83408,3866,-44.92236,1,thanks guys,
83444,3867,2036.2167,9,to base,
83460,3869,49.17717,0,what? you wat did you say? suck dick?,1
83592,3875,2108.66069,1,fast finish pls,
83602,3876,1090.2338,9,REPORT THAT LEGION AND AM,
83603,3876,1100.5646,9,BEST SHIT IVE EVER SEE,
83604,3876,1133.1567,9,"HE HAS SHADOW BLADE, BUT NO, HE DONT USE THE EXTRA DAMAGE",
83605,3876,1673.3914,6,just go mid finish this shit,1
83606,3876,1687.1214,9,how a medusa can lose vs one rubick,
83612,3877,1688.95426,9,finally i won a game,
83619,3877,1696.55236,5,COME,
83641,3879,313.45684,1,whelp gl next guys have fun,
83646,3880,-12.53027,9,Not yours rofl,
83648,3880,-4.26562,8,didnt notice it haha,
83652,3880,2640.9917,2,report techies will commend,
83655,3880,2854.8536,3,:c take this,
83658,3880,3085.2383,7,stupid techies pickers,1
83659,3880,3089.5196,5,i thought we had vision,
83665,3880,3488.211,2,report techies will commend dire,
83666,3880,3514.8016,2,commends fore dire for report on techies,
83668,3880,3535.2713,7,gonna report him too,
83669,3880,3538.6829,2,plz report techies,
83674,3881,967.1691,7,3 thbnf,
83695,3884,793.2063,0,ggs pointless to play vs this smurf lowlife ,0
83696,3884,832.7967,1,pointless smurf bullshit,1
83739,3886,1719.9838,5,bitches,1
83744,3887,-78.33338,2,TI 4E SUKA,
83750,3887,3026.5675,2,3 fucking piece of shit,1
83757,3888,11.4972,9,bot,
83759,3888,275.2328,3,bot,
83828,3890,860.67253,3,though,
83829,3890,1165.99796,1,they really wanted your gem ,
83830,3890,1349.68646,3,2 hearts,
83840,3891,-81.14686,5,Count down,
83848,3891,-77.81433,6,COKE,
83850,3891,-68.88318,7,thanks guys,
83854,3891,442.59197,6,he maxed out wards,
83855,3891,449.45693,6,What a dumb legend player,1
83858,3891,1010.05337,5,sWAP,
83869,3892,1696.01432,0,Oooh swap lane so i own tiny offlane,
83872,3892,1708.79122,7,i really dont know,
83873,3892,1710.79802,7,how he lose,
83874,3892,1720.76532,0,Yup i know how to play against huskar lol,
83883,3893,450.09015,4,first pick,
83904,3893,873.91995,7,What happen lush ?,
83906,3893,876.25275,4,go hitter,
83911,3893,885.51715,4,go hitter,
83923,3893,1003.35505,3,ONLY INJOKER,
83929,3893,1024.74975,4,take this waerds,
83931,3893,1029.34865,4,so they cant ghunt uyou,
83935,3893,1067.13945,3,rEPORT INJO,
83936,3893,1109.86235,9,want us to end,
83945,3893,1128.52445,4,ever and ever again,
83950,3893,1218.56915,5,EZ INVO,
83953,3893,1230.43285,3,rEPORT NALANG JOKER,
83954,3893,1231.96585,3,OK?,
83959,3893,1269.15675,4,AS FAST AS YOU CAN,
83963,3893,1341.40575,1,Ss only know,
83973,3893,1458.81045,8,swap commed,
83978,3894,53.78687,0,please,
83980,3894,1283.6532,0,why i have this fucking retarded russian in my team,1
83981,3894,1287.519,0,in every single game,
83982,3894,1300.849,0,losing because of retartded support ,1
83983,3894,1305.3146,0,5 in a row,
83989,3894,1351.3034,3,wow u have nice brain,
83990,3894,1356.6354,0,i have too much stun,
83994,3894,1370.1654,0,and will confuse you,
83996,3894,1380.8962,0,but where is demon? :d,
83997,3894,1386.2948,0,stealing my farm,
83999,3894,1389.2275,0,feeding game,
84001,3894,1396.7923,0,and not helping team,
84002,3894,1402.3242,0,that's the reason,
84003,3894,1425.6852,0,still nice wards,
84008,3894,2303.8564,0,please,
84031,3896,583.52423,2,wp tech,
84032,3896,655.77323,2,that sp can do ,
84045,3896,745.95123,0,3 top,
84051,3896,847.72633,0,wp timber,
84057,3896,853.99153,8,why sale??,
84063,3896,878.31883,0,Sad top,
84064,3896,928.80653,0,Tech cant talk,
84070,3896,969.33003,6,TELL ME,
84079,3896,1058.54153,2,funny team,
84097,3896,1193.37523,0,weak as fuck,1
84099,3896,1232.53233,0,Dead PA,
84105,3896,1292.81763,4,just now fucking idiot naix and ck  say me will fail mid ,1
84106,3896,1303.94823,4,really is a joke,
84109,3896,1356.46883,0,bully hard carry more,
84114,3896,1374.59773,9,eat dick bitch,1
84116,3896,1377.46363,2,and play carry,
84119,3896,1382.12923,0,commended Support,
84122,3896,1388.92753,0,Ty for supp us,
84147,3896,1582.81353,0,fail top,
84154,3896,1594.54393,0,suck my dick spec,1
84163,3897,537.40214,2,why u in jungles tb,
84164,3897,548.79936,8,cant lane so may as well do something,
84166,3897,725.6228,6,Whatever GG,
84167,3897,732.5545,6,Our tb Randoms,
84168,3897,734.0208,6,Says hes good,
84170,3897,737.6866,6,blams team,
84171,3897,758.3482,2,he had no chance at bot,
84172,3897,758.8147,6,btw tb this is a reocurring pattern which is why i asked why would u random in ranked,
84175,3897,766.4795,6,They lose,
84177,3897,770.9451,3,or,
84179,3897,773.6778,6,to radnom and win,
84180,3897,780.6761,3,maybe every time you open your solty mouth YOU LOSE,
84182,3897,798.805,8,last picks invoker when we have 4 cores.... is suprised when we get fucked in lane....,
84183,3897,815.6009,3,you are just as salty as HE is,
84186,3897,827.6646,6,wow ur a dumbcunt,1
84187,3897,831.0638,6,ur actually a dumbcunt,1
84190,3897,1486.837,6,pls report my terrorbblade thanks,
84191,3897,1561.4854,6,What a fucking troll,1
84192,3897,1587.6123,8,im not sure what he expects me to do at this point,
84195,3897,1683.6556,6,i dont think u get how this game works,
84196,3897,1687.5879,6,Feeding their fucking carry 1-9,2
84198,3897,1695.7859,6,oh sorry 1-10,
84201,3897,1714.5147,6,enchantress couldnt take my mid 15misn into the game,
84202,3897,1719.05,6,With enchanted catapults,
84204,3897,1725.8733,6,learn how to play this game,
84205,3897,1743.0651,4,to be fair i never tried to,
84206,3897,1777.2483,8,gets an easy match up....thinks hes a king.... meanwhile every other lane gets fucked because he refuses to adapt,2
84211,3897,1795.2428,6,ITS RANKED,
84213,3897,1844.5441,8,"Nothing wrong with randoming mate, and the fact that my rank FAR exceeds yours is proof of that",
84216,3897,1881.6037,9,lol that game was fucked for us,2
84218,3897,1883.8781,3,thanks juggs for being a great carry :),
84220,3897,1893.5778,9,thank wr for not going bot,
84420,3903,35.69128,2,party?,
84428,3903,2213.55876,1,my son plays better invoker than you,
84431,3903,2226.93756,1,we can se that,
84432,3903,2227.74036,8,im practicing voker,
84434,3903,2245.66816,8,im not even that good,
84437,3903,2263.86346,1,your mom is e,1
84442,3903,2302.59536,7,shut up bitches,1
84446,3903,2321.15856,8,u know that,
84449,3904,877.31917,1,drow is fucking animal,1
84452,3904,1608.04067,1,what an idiot,1
84455,3904,2128.47957,1,report these 4 retards,1
84456,3904,2276.61747,7,lol - killed by nooby drow ^^,1
84457,3904,2305.98427,2,i cant tell tbh...  i only hear suka suka all game XD,
84462,3904,2695.37727,1,son of shit,1
84464,3904,3268.39577,7,finish drow,
84471,3905,1171.82661,5,GO End Supports HC 0 ward,
84474,3905,1219.94821,5,buy midas and dont ward xd,
84476,3905,1235.21111,4,it's a low priority,
84477,3905,1250.07421,5,"yes low, and dont have support",
84478,3905,1254.93961,5,lion and ancient hc,
84479,3905,1271.93551,4,here are another rules,
84483,3905,1370.37811,8,really,
84485,3905,1377.30971,5,Ancient and lion HC,
84487,3905,1390.37321,5,xD i donde Supports hc trash,
84488,3905,1408.50211,5,Nice ancient Buy midas and dont wards xd,
84493,3905,1443.76021,4,and what do u want &,
84494,3905,1450.42521,4,from the ancient and lion,
84496,3905,1471.08681,4,maybe less then 1 k,
84502,3906,782.00904,8,you don't have to be 9k to know we don't need 3 supports in a team,
84503,3906,795.27244,8,i first picked support and you followed,
84506,3907,818.09963,3,I think you guys need more invis,
84507,3907,906.3447,7,i think we not,
84508,3907,1001.1882,3,I thhink you are,
84512,3907,1310.846,3,Ags too strong,
84536,3909,2158.10877,7,who picks morph now?,
84537,3909,2162.72447,7,the hero is so shit,1
84542,3910,1883.27957,9,thanks,
84545,3910,1903.28107,8,commend him,
84553,3910,2393.41717,4,wasted,
84558,3910,2404.12037,8,if not i cant kill,
84559,3910,2415.96077,9,as planned,
84561,3910,2422.31567,0,thx ice frog better +40 move speed,
84568,3910,2720.33087,0,rofl,
84570,3910,2777.65947,0,already,
84574,3911,11.80252,6,w8 and exit,
84579,3911,635.00901,6,crash es,
84588,3911,757.07917,8,it is fucking unranked chill the fuck out,2
84591,3911,796.06967,6,stfu stupid son of a bitch,1
84595,3911,815.19834,6,are you herald?,
84598,3911,838.52597,6,mother fucker,1
84599,3911,894.84557,5,ff fucking noob,1
84601,3911,909.77527,5,fucking a lll nooob,1
84612,3913,562.92022,0,NICE ISLNECE IN TIME,
84613,3913,752.80718,0,viper losing to bone,
84616,3913,1442.00552,4,End ty,
84617,3913,1450.47012,3,throne fast?,
84658,3915,2230.91844,8,this sven,
84667,3915,2275.06884,9,if time win?,
84680,3917,-84.75877,3,really ember,
84700,3917,1957.90154,1,rep all team,
84707,3917,2742.74164,0,u can win alone,
84709,3917,2745.21674,2,report all instead of kunlka,
84714,3918,2189.9412,0,michael jackson is dead,
84717,3918,2216.9667,6,CoolStoryBob,
84733,3920,1888.58956,3,lich commended,
84765,3923,385.93912,9,Ur cow ismad,
84768,3923,1274.52216,5,some tp shrine,
84769,3923,1277.38806,5,and my tp 4sec,
84779,3924,-53.15368,8,he is coming wait a minute,
84784,3924,1007.15412,8,it was luck ?,
84785,3924,1019.55102,3,it was fuck,
84786,3924,1027.41582,8,İt will,
84791,3924,2532.38782,6,winter,
84792,3924,2641.09142,8,sf why are you so fucking moron,1
84795,3924,2708.92252,6,morph,
84800,3925,-35.49134,6,i think wd is rolling a joint,
84801,3925,-35.49134,0,a freaking joint,
84802,3925,-35.49134,0,this late,
84803,3925,-35.49134,6,we back sorry my man,
84807,3925,155.22876,1,ty for pushing lane,
84810,3925,1364.43352,3,make peace,
84815,3925,1510.93102,1,all of a sudden,
84817,3925,1914.83312,7,COMEBACK!',
84819,3926,6.39844,3,Accepted faith,
84827,3926,2001.41842,1,we have dagon nyx,
84828,3926,2004.09412,1,all is fine,
84859,3929,328.47989,7,wroth,
84877,3929,1248.08869,7,bottom networth gaming,
84887,3929,2116.78209,6,we cant win,
84888,3929,2121.26409,6,look at our gyro,
84895,3929,2182.53949,3,COMMEND,
84919,3930,2659.81852,8,THE JILL,
84999,3933,-73.78198,1,in the spirit of xmas,
85000,3933,-63.65112,1,i wish you all a healthy relationship,
85009,3934,1553.354,9,my mother can play better than you,
85022,3934,1764.653,9,faces so ugly like raven,1
85028,3934,1786.6613,6,that was hilarious,
85029,3934,1786.6613,6,serious,
85038,3934,2165.4516,2,BOBO KA TM EROY,1
85044,3934,2233.1488,2,USAP TAYO,
85055,3934,2249.9728,2,300 wins sa pudge,
85074,3934,2343.9931,2,TM EROY,
85079,3934,2477.4476,2,LAST PICK MEEPO,
85080,3934,2478.1166,2,TM EROY,
85106,3938,18.92873,2,So easy,
85108,3938,29.1929,2,Dont worry cause im feeding,
85110,3938,38.52394,2,Match*,
85144,3938,1904.4922,1,REPORT MIRANA,
85146,3938,1975.8686,1,REPORT MIRANA ,
85294,3941,452.02297,8,that was such a noob move,1
85295,3941,457.68827,8,i didnt think you were capable,
85299,3941,869.72097,8,FUCK NO,2
85301,3941,901.17997,0,i thought that last hit would end you :D,
85302,3941,912.97707,8,i thought so too,
85304,3941,1176.41277,2,alright,
85306,3941,1454.61147,8,rofl,
85310,3941,1556.38667,8,hero picks won,
85312,3941,1587.17907,0,i assure you he was alone,
85315,3941,1637.36687,4,all the hate,
85345,3945,834.39626,7,Thank you,
85346,3945,842.79426,7,I didn't want to play the game at all,
85353,3945,1636.60036,8,"witch doctor AFK, gg",
85363,3946,1319.6444,1,why me ,
85377,3946,2473.5678,0,and report pa,
85378,3946,2475.5078,3,this team really sucks,1
85379,3946,2487.0806,2,report pa and io ,
85390,3947,694.03056,6,THAY 3 AFK,
85439,3950,2229.52946,3,almost turned the fight,
85478,3952,2445.09658,4,fucking asshole,1
85494,3954,-55.51977,1,just predict and predict,
